zip,year_built,sqft,stories,beds,baths,garage,lastSoldPrice,type_condo,type_coop,type_farm,type_land,type_mobile,type_multi_family,type_other,type_single_family,type_townhomes
98597.0,1901.0,1950.0,2.0,3.0,2.0,0.0,674927.0,False,False,False,False,False,False,False,True,False
98040.0,1972.0,1540.0,3.0,2.0,2.0,0.0,845061.0,True,False,False,False,False,False,False,False,False
98311.0,1979.0,2420.0,3.0,4.0,3.0,0.0,584945.0,False,False,False,False,False,False,False,True,False
98837.0,1994.0,1110.0,1.0,3.0,2.0,0.0,329901.0,False,False,False,False,False,False,False,True,False
99006.0,2024.0,1880.0,2.0,3.0,2.0,3.0,467600.0,False,False,False,False,False,False,False,True,False
98277.0,2013.0,1890.0,2.0,4.0,3.0,0.0,590099.0,False,False,False,False,False,False,False,True,False
98312.0,1918.0,3030.0,1.0,4.0,4.0,0.0,450057.0,False,False,False,False,False,False,False,True,False
99337.0,2001.0,1880.0,1.0,3.0,2.0,2.0,415819.0,False,False,False,False,False,False,False,True,False
98802.0,1998.0,3550.0,1.0,4.0,3.0,0.0,922066.0,False,False,False,False,False,False,False,True,False
98277.0,2023.0,2480.0,2.0,3.0,3.0,0.0,909934.0,False,False,False,False,False,False,False,True,False
98597.0,1988.0,2380.0,1.0,3.0,3.0,0.0,629971.0,False,False,False,False,False,False,False,True,False
98230.0,1961.0,3150.0,2.0,4.0,3.0,0.0,599076.0,False,False,False,False,False,False,False,True,False
98237.0,1996.0,950.0,1.0,2.0,1.0,0.0,527449.0,False,False,False,False,False,False,False,True,False
98226.0,2017.0,2360.0,3.0,3.0,3.0,0.0,849064.0,False,False,False,False,False,False,False,True,False
98292.0,2025.0,2770.0,2.0,5.0,3.0,0.0,725094.0,False,False,False,False,False,False,False,True,False
98006.0,2001.0,2030.0,2.0,3.0,3.0,0.0,1599901.0,False,False,False,False,False,False,False,True,False
98597.0,1993.0,1710.0,1.0,3.0,2.0,0.0,524934.0,False,False,False,False,False,False,False,True,False
98632.0,1949.0,3310.0,2.0,4.0,3.0,0.0,415061.0,False,False,False,False,False,False,False,True,False
98026.0,1997.0,1950.0,2.0,4.0,3.0,0.0,859077.0,False,False,False,False,False,False,False,True,False
98584.0,2007.0,1770.0,2.0,3.0,3.0,0.0,446748.0,False,False,False,False,False,False,False,True,False
98223.0,1993.0,1400.0,1.0,3.0,2.0,0.0,530100.0,False,False,False,False,True,False,False,False,False
98092.0,1978.0,3540.0,2.0,4.0,3.0,0.0,1334929.0,False,False,False,False,False,False,False,True,False
98146.0,2025.0,1000.0,2.0,2.0,3.0,0.0,529948.0,False,False,False,False,False,False,False,False,True
98125.0,1946.0,2400.0,2.0,5.0,4.0,0.0,963056.0,False,False,False,False,False,False,False,True,False
98087.0,2026.0,1560.0,2.0,3.0,3.0,0.0,694942.0,False,False,False,False,False,False,False,False,True
98332.0,1995.0,1850.0,1.0,3.0,3.0,0.0,839931.0,False,False,False,False,False,False,False,True,False
98092.0,1992.0,3210.0,1.0,3.0,3.0,0.0,840066.0,False,False,False,False,False,False,False,True,False
98296.0,1995.0,2540.0,2.0,4.0,3.0,0.0,1225093.0,False,False,False,False,False,False,False,True,False
98605.0,1992.0,1810.0,2.0,3.0,2.0,0.0,193930.0,False,False,False,True,False,False,False,False,False
98382.0,1992.0,1810.0,2.0,3.0,2.0,0.0,159943.0,False,False,False,True,False,False,False,False,False
98221.0,1992.0,2420.0,2.0,6.0,3.0,0.0,875098.0,False,False,False,False,False,True,False,False,False
98092.0,1996.0,1660.0,2.0,3.0,3.0,0.0,625029.0,False,False,False,False,False,False,False,True,False
98166.0,1965.0,3330.0,1.0,5.0,3.0,0.0,1500065.0,False,False,False,False,False,False,False,True,False
98941.0,1992.0,1810.0,2.0,3.0,2.0,0.0,249930.0,False,False,False,True,False,False,False,False,False
98102.0,2003.0,1160.0,1.0,2.0,3.0,0.0,965072.0,True,False,False,False,False,False,False,False,False
98532.0,1992.0,1810.0,2.0,3.0,2.0,0.0,64942.0,False,False,False,True,False,False,False,False,False
98593.0,1996.0,1400.0,1.0,3.0,2.0,0.0,130094.0,False,False,False,False,True,False,False,False,False
98801.0,1977.0,2230.0,1.0,3.0,2.0,0.0,594950.0,False,False,False,False,False,False,False,True,False
98003.0,1979.0,2250.0,2.0,6.0,4.0,0.0,730053.0,False,False,False,False,False,True,False,False,False
98367.0,2024.0,2590.0,2.0,5.0,3.0,0.0,704937.0,False,False,False,False,False,False,False,True,False
98391.0,1992.0,1810.0,2.0,3.0,2.0,0.0,119943.0,False,False,False,True,False,False,False,False,False
98506.0,1992.0,1810.0,2.0,3.0,2.0,0.0,186053.0,False,False,False,True,False,False,False,False,False
98361.0,1992.0,1810.0,2.0,3.0,2.0,0.0,105069.0,False,False,False,True,False,False,False,False,False
98361.0,1992.0,1810.0,2.0,3.0,2.0,0.0,154931.0,False,False,False,True,False,False,False,False,False
98284.0,1992.0,1810.0,2.0,3.0,2.0,0.0,168056.0,False,False,False,True,False,False,False,False,False
98115.0,2025.0,1000.0,2.0,2.0,2.0,0.0,667591.0,False,False,False,False,False,False,False,False,True
98592.0,2006.0,2940.0,1.0,3.0,4.0,0.0,599595.0,False,False,False,False,False,False,False,True,False
98273.0,1977.0,3590.0,2.0,8.0,4.0,0.0,1006914.0,False,False,False,False,False,True,False,False,False
98056.0,1992.0,1810.0,2.0,3.0,2.0,0.0,580076.0,False,False,False,True,False,False,False,False,False
98208.0,1990.0,2780.0,2.0,4.0,3.0,0.0,1080098.0,False,False,False,False,False,False,False,True,False
99324.0,1992.0,1810.0,2.0,3.0,2.0,0.0,80067.0,False,False,False,True,False,False,False,False,False
98391.0,1996.0,1230.0,1.0,3.0,2.0,0.0,400071.0,False,False,False,False,True,False,False,False,False
98607.0,1992.0,1810.0,2.0,3.0,2.0,0.0,999950.0,False,False,False,True,False,False,False,False,False
98281.0,1968.0,700.0,1.0,2.0,1.0,0.0,132086.0,False,False,False,False,True,False,False,False,False
98640.0,1992.0,1810.0,2.0,3.0,2.0,0.0,227054.0,False,False,False,True,False,False,False,False,False
98109.0,1930.0,570.0,1.0,1.0,1.0,0.0,294917.0,True,False,False,False,False,False,False,False,False
98273.0,1992.0,1810.0,2.0,3.0,2.0,0.0,219089.0,False,False,False,True,False,False,False,False,False
98848.0,2023.0,1680.0,1.0,4.0,2.0,0.0,463060.0,False,False,False,False,False,False,False,True,False
98815.0,1992.0,1810.0,2.0,3.0,2.0,0.0,229919.0,False,False,False,True,False,False,False,False,False
98126.0,2026.0,2210.0,2.0,4.0,4.0,0.0,1450065.0,False,False,False,False,False,False,False,False,True
98405.0,1910.0,1810.0,2.0,6.0,6.0,0.0,949930.0,False,False,False,False,False,True,False,False,False
98382.0,1992.0,1810.0,2.0,3.0,0.0,0.0,160077.0,False,False,False,True,False,False,False,False,False
98292.0,1992.0,1810.0,2.0,3.0,2.0,0.0,40062.0,False,False,False,True,False,False,False,False,False
98532.0,1992.0,1810.0,2.0,3.0,2.0,0.0,27990.0,False,False,False,True,False,False,False,False,False
98584.0,1992.0,1810.0,2.0,3.0,2.0,0.0,154930.0,False,False,False,True,False,False,False,False,False
98367.0,1992.0,1810.0,2.0,3.0,2.0,0.0,109927.0,False,False,False,True,False,False,False,False,False
99163.0,1995.0,1480.0,2.0,3.0,3.0,2.0,364909.0,False,False,False,False,False,False,False,False,True
98387.0,1995.0,1920.0,1.0,3.0,2.0,0.0,569839.0,False,False,False,False,False,False,False,True,False
98382.0,1992.0,1810.0,2.0,3.0,2.0,0.0,66594.0,False,False,False,True,False,False,False,False,False
98674.0,2021.0,1430.0,1.0,4.0,2.0,0.0,758050.0,False,False,False,False,False,False,False,True,False
98572.0,1992.0,1810.0,2.0,3.0,2.0,0.0,59930.0,False,False,False,True,False,False,False,False,False
98367.0,1951.0,1800.0,1.0,2.0,2.0,0.0,254945.0,False,False,False,False,False,False,False,True,False
98382.0,1992.0,1810.0,2.0,3.0,2.0,0.0,66731.0,False,False,False,True,False,False,False,False,False
98837.0,2024.0,1810.0,2.0,6.0,4.0,2.0,514098.0,False,False,False,False,False,True,False,False,False
98597.0,1992.0,1810.0,2.0,3.0,2.0,0.0,374912.0,False,False,False,True,False,False,False,False,False
98102.0,1987.0,1180.0,2.0,2.0,2.0,0.0,860091.0,False,False,False,False,False,False,False,False,True
99352.0,2025.0,2250.0,1.0,4.0,3.0,3.0,669962.0,False,False,False,False,False,False,False,True,False
98387.0,2025.0,1390.0,1.0,3.0,2.0,0.0,441542.0,False,False,False,False,True,False,False,False,False
98282.0,1992.0,1810.0,2.0,3.0,2.0,0.0,300070.0,False,False,False,True,False,False,False,False,False
98027.0,1976.0,3600.0,1.0,3.0,3.0,0.0,1399910.0,False,False,False,False,False,False,False,True,False
98626.0,2011.0,2980.0,2.0,4.0,3.0,0.0,564906.0,False,False,False,False,False,False,False,True,False
98019.0,1995.0,1400.0,1.0,3.0,2.0,0.0,685060.0,False,False,False,False,True,False,False,False,False
98029.0,1987.0,1010.0,1.0,2.0,2.0,0.0,444097.0,True,False,False,False,False,False,False,False,False
99354.0,2019.0,1800.0,1.0,3.0,2.0,3.0,558082.0,False,False,False,False,False,False,False,True,False
98499.0,1977.0,2240.0,3.0,4.0,3.0,0.0,752087.0,False,False,False,False,False,False,False,True,False
98109.0,1990.0,720.0,1.0,1.0,1.0,0.0,450088.0,True,False,False,False,False,False,False,False,False
98112.0,1926.0,4060.0,2.0,5.0,4.0,0.0,2573058.0,False,False,False,False,False,False,False,True,False
99338.0,1992.0,1810.0,2.0,3.0,2.0,0.0,2880088.0,False,False,False,True,False,False,False,False,False
98682.0,1993.0,2040.0,2.0,4.0,2.0,2.0,439060.0,False,False,False,False,False,False,False,True,False
98844.0,1992.0,1810.0,2.0,3.0,2.0,0.0,22063.0,False,False,False,True,False,False,False,False,False
98506.0,2004.0,2610.0,1.0,3.0,3.0,0.0,739055.0,False,False,False,False,False,False,False,True,False
98146.0,1945.0,1440.0,2.0,4.0,2.0,0.0,600058.0,False,False,False,False,False,True,False,False,False
98338.0,2025.0,2890.0,2.0,5.0,3.0,0.0,664901.0,False,False,False,False,False,False,False,True,False
98335.0,1992.0,1810.0,2.0,3.0,2.0,0.0,324934.0,False,False,False,True,False,False,False,False,False
98404.0,1951.0,1370.0,2.0,2.0,1.0,0.0,445068.0,False,False,False,False,False,False,False,True,False
98513.0,1986.0,2180.0,2.0,3.0,3.0,0.0,530074.0,False,False,False,False,False,False,False,True,False
99163.0,2005.0,2300.0,1.0,3.0,3.0,2.0,670086.0,False,False,False,False,False,False,False,True,False
98367.0,1992.0,1810.0,2.0,3.0,2.0,0.0,774921.0,False,False,False,True,False,False,False,False,False
98388.0,1968.0,1390.0,1.0,3.0,2.0,0.0,574077.0,False,False,False,False,False,False,False,True,False
98857.0,1992.0,1810.0,2.0,3.0,2.0,0.0,79908.0,False,False,False,True,False,False,False,False,False
98802.0,1992.0,1810.0,2.0,3.0,2.0,0.0,124825.0,False,False,False,True,False,False,False,False,False
98382.0,1992.0,1810.0,2.0,3.0,0.0,0.0,107911.0,False,False,False,True,False,False,False,False,False
98274.0,2013.0,1410.0,2.0,3.0,2.0,0.0,554904.0,False,False,False,False,False,False,False,True,False
98581.0,1923.0,1830.0,2.0,4.0,2.0,0.0,270084.0,False,False,False,False,False,False,False,True,False
98632.0,2025.0,1400.0,1.0,3.0,2.0,2.0,499949.0,False,False,False,False,False,False,False,True,False
98370.0,1984.0,1200.0,1.0,3.0,2.0,0.0,339513.0,True,False,False,False,False,False,False,False,False
98337.0,1919.0,900.0,1.0,2.0,2.0,0.0,390081.0,False,False,False,False,False,False,False,True,False
98682.0,1992.0,1450.0,1.0,3.0,2.0,2.0,464074.0,False,False,False,False,False,False,False,True,False
98569.0,2021.0,1970.0,2.0,3.0,2.0,0.0,680064.0,False,False,False,False,False,False,False,True,False
98014.0,1992.0,1810.0,2.0,3.0,2.0,0.0,574933.0,False,False,False,True,False,False,False,False,False
98375.0,2005.0,2030.0,2.0,3.0,3.0,0.0,499947.0,False,False,False,False,False,False,False,True,False
98597.0,1989.0,2110.0,2.0,3.0,3.0,0.0,740061.0,False,False,False,False,False,False,False,True,False
98311.0,1983.0,2170.0,2.0,4.0,3.0,0.0,591911.0,False,False,False,False,False,False,False,True,False
98926.0,1968.0,1890.0,1.0,3.0,2.0,0.0,594950.0,False,False,False,False,False,False,False,True,False
98368.0,1990.0,1460.0,2.0,3.0,3.0,0.0,525092.0,False,False,False,False,False,False,False,True,False
98370.0,2021.0,3140.0,2.0,5.0,3.0,0.0,849967.0,False,False,False,False,False,False,False,True,False
98230.0,1992.0,1810.0,2.0,3.0,2.0,0.0,184909.0,False,False,False,True,False,False,False,False,False
98229.0,2004.0,2780.0,1.0,4.0,3.0,0.0,868063.0,False,False,False,False,False,False,False,True,False
99166.0,1992.0,1810.0,2.0,3.0,0.0,0.0,17908.0,False,False,False,True,False,False,False,False,False
98310.0,1992.0,1810.0,2.0,3.0,2.0,0.0,79921.0,False,False,False,True,False,False,False,False,False
98168.0,2025.0,2660.0,2.0,4.0,3.0,0.0,859907.0,False,False,False,False,False,False,False,True,False
98092.0,2002.0,1230.0,1.0,2.0,2.0,0.0,400003.0,True,False,False,False,False,False,False,False,False
98331.0,1992.0,1810.0,2.0,3.0,2.0,0.0,80090.0,False,False,False,True,False,False,False,False,False
98499.0,1957.0,1840.0,1.0,4.0,2.0,0.0,689937.0,False,False,False,False,False,False,False,True,False
98208.0,1978.0,2090.0,2.0,4.0,3.0,0.0,740068.0,False,False,False,False,False,False,False,True,False
99216.0,1970.0,2030.0,1.0,4.0,2.0,2.0,425052.0,False,False,False,False,False,False,False,True,False
98029.0,2007.0,1800.0,1.0,3.0,2.0,0.0,779902.0,True,False,False,False,False,False,False,False,False
98382.0,1992.0,1810.0,2.0,3.0,2.0,0.0,66749.0,False,False,False,True,False,False,False,False,False
98059.0,2010.0,2280.0,2.0,5.0,3.0,0.0,1099900.0,False,False,False,False,False,False,False,True,False
98922.0,1983.0,1600.0,2.0,3.0,1.0,0.0,529922.0,False,False,False,False,False,False,False,True,False
98003.0,1998.0,2000.0,2.0,3.0,3.0,0.0,755058.0,False,False,False,False,False,False,False,True,False
98074.0,2019.0,4100.0,2.0,5.0,5.0,0.0,2384933.0,False,False,False,False,False,False,False,True,False
98501.0,1913.0,1650.0,1.0,2.0,1.0,0.0,475072.0,False,False,False,False,False,False,False,True,False
98467.0,1981.0,3660.0,2.0,8.0,4.0,5.0,850057.0,False,False,False,False,False,True,False,False,False
98004.0,1990.0,5800.0,2.0,6.0,6.0,0.0,3259903.0,False,False,False,False,False,False,False,True,False
98366.0,1988.0,1240.0,1.0,3.0,2.0,0.0,455098.0,False,False,False,False,False,False,False,True,False
98038.0,1998.0,2080.0,2.0,4.0,3.0,0.0,809922.0,False,False,False,False,False,False,False,True,False
98026.0,1986.0,2670.0,2.0,4.0,3.0,0.0,1198079.0,False,False,False,False,False,False,False,True,False
98683.0,1986.0,2770.0,3.0,5.0,3.0,2.0,924915.0,False,False,False,False,False,False,False,True,False
98033.0,2026.0,4290.0,2.0,5.0,5.0,0.0,3625074.0,False,False,False,False,False,False,False,True,False
99337.0,1950.0,1120.0,1.0,3.0,2.0,0.0,394947.0,False,False,False,False,False,False,False,True,False
98226.0,1982.0,1080.0,2.0,2.0,2.0,0.0,479923.0,True,False,False,False,False,False,False,False,False
98023.0,1980.0,1430.0,1.0,3.0,2.0,0.0,599911.0,False,False,False,False,False,False,False,True,False
98108.0,1942.0,2430.0,2.0,4.0,4.0,0.0,1079909.0,False,False,False,False,False,False,False,True,False
99148.0,2025.0,1500.0,1.0,3.0,2.0,2.0,525580.0,False,False,False,False,False,False,False,True,False
98058.0,1979.0,2320.0,2.0,4.0,3.0,0.0,789905.0,False,False,False,False,False,False,False,True,False
98122.0,2011.0,2100.0,2.0,4.0,3.0,0.0,1910079.0,False,False,False,False,False,False,False,True,False
98199.0,1945.0,2140.0,1.0,3.0,2.0,0.0,1400181.0,False,False,False,False,False,False,False,True,False
98597.0,2025.0,1400.0,1.0,3.0,2.0,0.0,449928.0,False,False,False,False,False,False,False,True,False
98103.0,1927.0,2840.0,2.0,3.0,3.0,0.0,1200085.0,False,False,False,False,False,False,False,True,False
98258.0,2012.0,2170.0,2.0,4.0,3.0,0.0,669905.0,False,False,False,False,False,False,False,True,False
98528.0,2003.0,1350.0,1.0,3.0,2.0,0.0,475061.0,False,False,False,False,False,False,False,True,False
98072.0,1989.0,5250.0,2.0,5.0,4.0,0.0,2899936.0,False,False,False,False,False,False,False,True,False
98258.0,2001.0,1360.0,2.0,3.0,3.0,0.0,469917.0,True,False,False,False,False,False,False,False,False
98446.0,1976.0,1840.0,1.0,3.0,3.0,0.0,574912.0,False,False,False,False,False,False,False,True,False
98589.0,2025.0,1950.0,1.0,3.0,3.0,0.0,659930.0,False,False,False,False,False,False,False,True,False
98126.0,2026.0,1080.0,1.0,3.0,3.0,0.0,669082.0,True,False,False,False,False,False,False,False,False
98903.0,2025.0,1600.0,1.0,3.0,2.0,2.0,475050.0,False,False,False,False,False,False,False,True,False
98902.0,1925.0,1700.0,2.0,4.0,2.0,1.0,280064.0,False,False,False,False,False,False,False,True,False
98642.0,2005.0,2730.0,2.0,5.0,2.0,3.0,695098.0,False,False,False,False,False,False,False,True,False
98366.0,1969.0,1230.0,1.0,3.0,2.0,0.0,438579.0,False,False,False,False,False,False,False,True,False
98391.0,1995.0,3950.0,2.0,4.0,4.0,0.0,1599906.0,False,False,False,False,False,False,False,True,False
98607.0,2026.0,2680.0,2.0,4.0,3.0,3.0,888762.0,False,False,False,False,False,False,False,True,False
98366.0,1976.0,890.0,1.0,2.0,1.0,0.0,435936.0,False,False,False,False,False,False,False,True,False
98026.0,1962.0,2360.0,1.0,5.0,3.0,0.0,810099.0,False,False,False,False,False,False,False,True,False
98008.0,1983.0,2500.0,2.0,4.0,4.0,0.0,1434900.0,False,False,False,False,False,False,False,True,False
99208.0,1956.0,2530.0,1.0,5.0,2.0,2.0,355094.0,False,False,False,False,False,False,False,True,False
98312.0,2007.0,1370.0,2.0,3.0,3.0,0.0,444934.0,False,False,False,False,False,False,False,True,False
98422.0,1978.0,2460.0,2.0,3.0,3.0,0.0,1288090.0,False,False,False,False,False,False,False,True,False
98367.0,2024.0,1720.0,2.0,4.0,3.0,0.0,526573.0,False,False,False,False,False,False,False,True,False
99337.0,2020.0,2200.0,2.0,4.0,3.0,2.0,445093.0,False,False,False,False,False,False,False,True,False
98626.0,1997.0,1730.0,1.0,3.0,2.0,0.0,489093.0,False,False,False,False,False,False,False,True,False
98620.0,1974.0,1880.0,3.0,3.0,1.0,1.0,360072.0,False,False,False,False,False,False,False,True,False
98223.0,2007.0,2850.0,2.0,4.0,3.0,0.0,900065.0,False,False,False,False,False,False,False,True,False
98021.0,2019.0,3180.0,2.0,4.0,3.0,0.0,1794901.0,False,False,False,False,False,False,False,True,False
98042.0,1980.0,1880.0,2.0,3.0,2.0,0.0,714072.0,False,False,False,False,False,False,False,True,False
98247.0,2021.0,1770.0,1.0,3.0,2.0,0.0,550072.0,False,False,False,False,False,False,False,True,False
98036.0,2006.0,2460.0,2.0,4.0,3.0,0.0,957917.0,False,False,False,False,False,False,False,True,False
98520.0,1917.0,1880.0,2.0,3.0,1.0,0.0,250097.0,False,False,False,False,False,False,False,True,False
98058.0,1969.0,2930.0,2.0,5.0,3.0,0.0,1199056.0,False,False,False,False,False,False,False,True,False
98133.0,2016.0,3580.0,2.0,4.0,4.0,0.0,1635100.0,False,False,False,False,False,False,False,True,False
98311.0,1987.0,2080.0,1.0,4.0,3.0,0.0,592071.0,False,False,False,False,False,False,False,True,False
98662.0,2009.0,1630.0,2.0,3.0,3.0,2.0,489949.0,False,False,False,False,False,False,False,True,False
98674.0,2025.0,2450.0,2.0,3.0,3.0,2.0,590650.0,False,False,False,False,False,False,False,True,False
98338.0,2025.0,2500.0,2.0,4.0,3.0,0.0,590073.0,False,False,False,False,False,False,False,True,False
98040.0,1953.0,1360.0,1.0,3.0,2.0,0.0,1780084.0,False,False,False,False,False,False,False,True,False
98264.0,1980.0,1710.0,1.0,4.0,2.0,0.0,541422.0,False,False,False,False,False,False,False,True,False
98070.0,1949.0,1710.0,1.0,3.0,2.0,0.0,849944.0,False,False,False,False,False,False,False,True,False
98406.0,1916.0,2300.0,2.0,4.0,2.0,0.0,603926.0,True,False,False,False,False,False,False,False,False
99016.0,1998.0,1140.0,1.0,3.0,2.0,2.0,379961.0,False,False,False,False,False,False,False,True,False
98590.0,1989.0,1100.0,1.0,2.0,3.0,0.0,564937.0,False,False,False,False,False,False,False,True,False
98387.0,1998.0,1690.0,2.0,3.0,3.0,0.0,520086.0,False,False,False,False,False,False,False,True,False
98144.0,1911.0,2080.0,2.0,5.0,4.0,0.0,1079910.0,False,False,False,False,False,False,False,True,False
98391.0,2013.0,1450.0,1.0,2.0,2.0,0.0,609943.0,False,False,False,False,False,False,False,True,False
98498.0,1960.0,1560.0,2.0,4.0,2.0,0.0,559980.0,False,False,False,False,False,False,False,True,False
98632.0,1984.0,1600.0,2.0,3.0,1.0,1.0,432071.0,False,False,False,False,False,False,False,True,False
98270.0,1999.0,2000.0,2.0,4.0,3.0,0.0,676067.0,False,False,False,False,False,False,False,True,False
98026.0,1987.0,2720.0,2.0,5.0,3.0,0.0,1426836.0,False,False,False,False,False,False,False,True,False
98103.0,1997.0,1240.0,2.0,2.0,2.0,0.0,912062.0,False,False,False,False,False,False,False,True,False
98626.0,1983.0,2430.0,3.0,3.0,2.0,0.0,429911.0,False,False,False,False,False,False,False,True,False
98029.0,1938.0,2100.0,2.0,3.0,4.0,0.0,1099930.0,False,False,False,False,False,False,False,True,False
98277.0,1987.0,1830.0,2.0,4.0,3.0,0.0,574946.0,False,False,False,False,False,False,False,True,False
98053.0,1998.0,2900.0,2.0,5.0,3.0,0.0,1674910.0,False,False,False,False,False,False,False,True,False
98008.0,1973.0,2900.0,1.0,4.0,3.0,0.0,1759907.0,False,False,False,False,False,False,False,True,False
98121.0,2021.0,810.0,1.0,1.0,1.0,0.0,759922.0,True,False,False,False,False,False,False,False,False
99207.0,2025.0,1010.0,1.0,3.0,2.0,0.0,324986.0,False,False,False,False,False,False,False,True,False
98332.0,2022.0,2180.0,2.0,4.0,3.0,0.0,740057.0,False,False,False,False,False,False,False,True,False
98642.0,2026.0,3180.0,2.0,4.0,3.0,3.0,783467.0,False,False,False,False,False,False,False,True,False
98028.0,2003.0,3620.0,2.0,4.0,4.0,0.0,1499933.0,False,False,False,False,False,False,False,True,False
99352.0,1992.0,1810.0,2.0,3.0,2.0,0.0,122412.0,False,False,False,True,False,False,False,False,False
98226.0,2002.0,1920.0,2.0,3.0,3.0,0.0,699933.0,False,False,False,False,False,False,False,True,False
98117.0,1989.0,1950.0,2.0,3.0,3.0,0.0,924913.0,False,False,False,False,False,False,False,True,False
98022.0,2019.0,1370.0,1.0,3.0,2.0,0.0,874935.0,False,False,False,False,False,False,False,True,False
98373.0,2000.0,2140.0,2.0,3.0,3.0,0.0,579870.0,False,False,False,False,False,False,False,True,False
98444.0,1963.0,2320.0,2.0,3.0,3.0,0.0,547940.0,False,False,False,False,False,False,False,True,False
98264.0,1948.0,2480.0,1.0,2.0,2.0,0.0,519578.0,False,False,False,False,False,False,False,True,False
99205.0,1954.0,1440.0,1.0,4.0,2.0,0.0,335054.0,False,False,False,False,False,False,False,True,False
98004.0,2025.0,1580.0,2.0,3.0,3.0,0.0,1898913.0,False,False,False,False,False,False,False,False,True
98584.0,1993.0,1590.0,1.0,3.0,2.0,0.0,458249.0,False,False,False,False,False,False,False,True,False
99026.0,2007.0,1810.0,2.0,3.0,2.0,1.0,475100.0,False,False,False,False,False,False,False,True,False
98662.0,2021.0,1800.0,2.0,3.0,2.0,1.0,469092.0,False,False,False,False,False,False,False,True,False
98405.0,1910.0,1380.0,2.0,3.0,2.0,0.0,510079.0,False,False,False,False,False,False,False,True,False
99301.0,2025.0,2450.0,2.0,4.0,3.0,3.0,515899.0,False,False,False,False,False,False,False,True,False
98281.0,1992.0,1810.0,2.0,3.0,2.0,0.0,67809.0,False,False,False,True,False,False,False,False,False
98036.0,2007.0,2500.0,2.0,3.0,3.0,0.0,1059943.0,False,False,False,False,False,False,False,True,False
98642.0,2026.0,1920.0,1.0,3.0,2.0,3.0,644813.0,False,False,False,False,False,False,False,True,False
98367.0,2026.0,1960.0,1.0,3.0,2.0,0.0,614019.0,False,False,False,False,False,False,False,True,False
98682.0,1978.0,1020.0,1.0,3.0,1.0,2.0,450093.0,False,False,False,False,False,False,False,True,False
98027.0,1990.0,990.0,1.0,2.0,2.0,0.0,437906.0,True,False,False,False,False,False,False,False,False
98036.0,1985.0,1910.0,1.0,3.0,2.0,0.0,1054902.0,False,False,False,False,False,False,False,True,False
98121.0,2009.0,890.0,1.0,1.0,1.0,0.0,599073.0,True,False,False,False,False,False,False,False,False
98661.0,1946.0,880.0,1.0,2.0,1.0,1.0,400059.0,False,False,False,False,False,False,False,True,False
98004.0,1988.0,5210.0,2.0,5.0,6.0,0.0,7775056.0,False,False,False,False,False,False,False,True,False
99338.0,2023.0,1410.0,1.0,3.0,2.0,2.0,409958.0,False,False,False,False,False,False,False,True,False
98548.0,1994.0,1150.0,1.0,2.0,2.0,0.0,300100.0,False,False,False,False,False,False,False,True,False
98229.0,1992.0,1810.0,2.0,3.0,2.0,0.0,13029.0,False,False,False,True,False,False,False,False,False
98248.0,1915.0,720.0,1.0,2.0,1.0,0.0,414933.0,False,False,False,False,False,False,False,True,False
98052.0,2010.0,2710.0,2.0,4.0,3.0,0.0,1874928.0,False,False,False,False,False,False,False,True,False
98370.0,1997.0,2690.0,2.0,4.0,3.0,0.0,770057.0,False,False,False,False,False,False,False,True,False
98208.0,1987.0,1820.0,3.0,3.0,3.0,0.0,756079.0,False,False,False,False,False,False,False,True,False
98223.0,2002.0,1250.0,1.0,3.0,2.0,0.0,544929.0,False,False,False,False,False,False,False,True,False
98407.0,1955.0,1910.0,1.0,4.0,3.0,0.0,698910.0,False,False,False,False,False,False,False,True,False
98012.0,2005.0,2480.0,2.0,4.0,3.0,0.0,1244949.0,False,False,False,False,False,False,False,True,False
98248.0,2012.0,1160.0,1.0,3.0,2.0,0.0,515097.0,False,False,False,False,False,False,False,True,False
98661.0,2001.0,1340.0,3.0,3.0,2.0,1.0,486947.0,True,False,False,False,False,False,False,False,False
98146.0,1984.0,1930.0,3.0,4.0,3.0,0.0,800071.0,False,False,False,False,False,False,False,True,False
98632.0,1978.0,1150.0,1.0,3.0,1.0,2.0,335067.0,False,False,False,False,False,False,False,True,False
98033.0,1995.0,1680.0,1.0,3.0,2.0,0.0,1098966.0,True,False,False,False,False,False,False,False,False
99006.0,2022.0,1240.0,2.0,3.0,2.0,2.0,374917.0,False,False,False,False,False,False,False,True,False
98338.0,1988.0,1000.0,1.0,3.0,2.0,0.0,464240.0,False,False,False,False,False,False,False,True,False
98366.0,1969.0,1420.0,1.0,3.0,2.0,0.0,474925.0,False,False,False,False,False,False,False,True,False
98360.0,2002.0,1500.0,1.0,3.0,2.0,0.0,449923.0,False,False,False,False,False,False,False,True,False
98122.0,1904.0,2470.0,2.0,4.0,3.0,0.0,1618927.0,False,False,False,False,False,False,False,True,False
98531.0,1920.0,1060.0,1.0,2.0,1.0,0.0,313949.0,False,False,False,False,False,False,False,True,False
98391.0,2026.0,2730.0,2.0,4.0,3.0,0.0,900009.0,False,False,False,False,False,False,False,True,False
99205.0,1909.0,1750.0,2.0,4.0,2.0,1.0,319825.0,False,False,False,False,False,False,False,True,False
98499.0,1944.0,2020.0,1.0,4.0,2.0,0.0,527937.0,False,False,False,False,False,False,False,True,False
